date_time,file_path,status
2025-02-06 10:10:36,arquivos/test.jpg,Sucesso,
2025-02-06 10:10:36,arquivos/21,Sucesso,
2025-02-06 10:10:37,arquivos/ata.txt,Sucesso,
2025-02-06 10:10:37,arquivos/23,Sucesso,
